Company Name,Rating,Reviews,Domain,Location,Bad Review,Review Count,Salary Count,Interview Count,Job Count,Benefit Count,Photo Count
Niit Foundation,4.0,260,Education & Training,New Delhi +49 other locations,"Company Culture, Work Life Balance, Skill Development",260,674,16,22,25,14
Galgotias University,3.5,260,Education & Training,Greater Noida +12 other locations,"Promotions, Job Security, Skill Development",260,907,20,2,15,4
Decorpot,3.0,260,Architecture & Interior Design,Bengaluru +17 other locations,"Promotions, Company Culture, Work Satisfaction",260,1.1k,27,53,23,5
ACN Health care,3.3,260,BPO,Bengaluru +6 other locations,"Promotions, Company Culture, Work Satisfaction",260,1.1k,16,15,12,7
Data Marshall,3.3,260,Analytics & KPO,Hyderabad +7 other locations,"Promotions, Company Culture, Work Satisfaction",260,1.3k,13,12,9,--
Concentrix Catalyst,3.0,261,IT Services & Consulting,Hyderabad +10 other locations,"Promotions, Skill Development, Work Satisfaction",261,2.6k,37,--,3,8
Omega Healthcare Solutions,3.7,260,Healthcare,Chennai +8 other locations,Promotions,260,1.8k,39,--,21,--
Weddingz.in,2.8,259,Internet,Mumbai +32 other locations,"Job Security, Work Life Balance, Promotions",259,832,17,--,27,--
MRO,3.0,259,Clinical Research,Pune,"Job Security, Promotions, Work Satisfaction",259,1.5k,6,4,20,--
Rehau Polymers,3.3,259,Engineering & Construction,Vadodara +23 other locations,"Promotions, Work Satisfaction, Salary",259,1.1k,14,--,25,1
GrapplTech,4.8,259,IT Services & Consulting,Bengaluru +12 other locations,"Company Culture, Work Life Balance, Work Satisfaction",259,15,16,--,12,--
Binary Semantics,3.4,259,IT Services & Consulting,Gurugram +10 other locations,"Promotions, Company Culture, Work Satisfaction",259,1.5k,22,2,22,--
Reliance Cement Company,4.1,259,Building Material,Maihar +28 other locations,"Job Security, Company Culture, Work Life Balance",259,746,13,1,19,--
Kinetic Engineering,3.4,259,Auto Components,Ahilyanagar +17 other locations,"Promotions, Company Culture, Salary",259,956,15,19,17,--
Apothecon Pharmaceuticals,4.4,259,Pharma,Vadodara +9 other locations,"Work Life Balance, Job Security, Salary",259,1k,21,15,29,8
Amazon Distributors,3.9,260,,,Work Life Balance,260,520,9,--,8,--
Objectways Technologies,3.1,259,IT Services & Consulting,Karur +8 other locations,"Promotions, Salary, Job Security",259,1.6k,17,6,4,--
Tractor Junction,4.1,259,Internet,Alwar +29 other locations,"Company Culture, Work Life Balance, Work Satisfaction",259,473,20,4,2,19
Metacube Software,3.9,259,IT Services & Consulting,Jaipur +5 other locations,"Work Life Balance, Job Security, Company Culture",259,2k,26,7,26,--
L&T Heavy Civil Infrastructure,4.1,259,Engineering & Construction,Chennai +37 other locations,"Skill Development, Company Culture, Work Satisfaction",259,989,25,--,102,7
Nesma & Partners,4.2,260,Engineering & Construction,Mumbai +23 other locations,"Work Satisfaction, Job Security, Company Culture",260,507,10,--,31,--
Madhucon Projects,3.6,259,Engineering & Construction,Hyderabad +35 other locations,"Job Security, Promotions, Company Culture",259,817,16,4,23,--
Oriental Aromatics,3.4,259,Chemicals,Vadodara +12 other locations,"Promotions, Company Culture, Work Satisfaction",259,1.4k,29,24,16,--
Teleindia Networks,3.8,259,Telecom,Bengaluru +27 other locations,,259,1.2k,11,--,26,--
Mogli labs,3.5,260,Internet,Noida +27 other locations,"Job Security, Promotions, Work Satisfaction",260,1.4k,9,--,22,--
AAFT,4.2,259,EdTech,Noida +7 other locations,"Company Culture, Work Life Balance, Work Satisfaction",259,490,25,1,14,--
Vamani Overseas,3.4,259,Furniture & Furnishing,Faridabad +15 other locations,"Job Security, Promotions, Company Culture",259,1.3k,15,7,15,--
JSG Group,3.7,259,Auto Components,New Delhi +13 other locations,"Promotions, Company Culture",259,1.1k,15,29,14,--
Hindware Home Innovation,3.6,259,Consumer Electronics & Appliances,Gurugram +51 other locations,"Job Security, Promotions, Company Culture",259,724,14,--,1,--
Foundation To Educate Girls Globally,4.0,258,Education & Training,Mumbai +55 other locations,"Company Culture, Work Satisfaction, Skill Development",258,554,19,25,22,12
KGK Group,3.3,258,Jewellery,Mumbai +15 other locations,"Promotions, Company Culture, Work Satisfaction",258,1.2k,13,21,15,1
WeRize,3.3,259,Financial Services,Bengaluru +19 other locations,"Company Culture, Promotions, Work Life Balance",259,1.1k,22,4,5,16
British Paints,3.6,258,Chemicals,New Delhi +80 other locations,"Company Culture, Work Satisfaction, Job Security",258,649,24,--,13,--
Algonomy,3.7,259,Software Product,Bengaluru +8 other locations,"Promotions, Skill Development, Job Security",259,1.3k,11,1,53,16
Toyotetsu India Auto Parts,3.8,258,Auto Components,Bengaluru +9 other locations,"Promotions, Work Satisfaction",258,869,12,14,25,--
Arihant Superstructures,4.2,259,Real Estate,Navi Mumbai +6 other locations,"Work Life Balance, Job Security, Company Culture",259,663,46,1,65,--
Oswaal Books and Learning Private Limited,4.0,258,Printing & Publishing,Agra +11 other locations,"Company Culture, Skill Development, Work Life Balance",258,380,34,35,23,38
Wavin,4.1,259,,,"Work Life Balance, Salary, Company Culture",259,749,18,--,5,--
Dhruv Research,3.0,257,Management Consulting,Gurugram +16 other locations,"Work Life Balance, Job Security, Promotions",257,285,16,--,1,10
Maharishi Vidya Mandir,4.0,258,Education & Training,Chennai +83 other locations,"Company Culture, Work Life Balance, Job Security",258,693,20,--,21,--
General Energy Management Systems,3.6,257,Industrial Machinery,Noida +39 other locations,Job Security,257,997,20,21,24,--
Paul Merchants,3.7,257,NBFC,Chandigarh +78 other locations,Work Life Balance,257,576,7,9,10,9
RG Stone Urology & Laparoscopy Hospital,3.9,257,Healthcare,New Delhi +16 other locations,"Job Security, Work Life Balance, Company Culture",257,736,7,85,20,--
Indian Oil- Adani Gas,3.8,257,Oil & Gas,Noida +33 other locations,"Job Security, Work Life Balance",257,1.3k,22,11,1,--
Mobius Knowledge Services,3.4,257,Printing & Publishing,Chennai +4 other locations,"Promotions, Salary, Skill Development",257,1.6k,9,7,17,--
Costa Cruise Lines,4.2,257,Travel & Tourism,Mumbai +16 other locations,"Company Culture, Job Security, Skill Development",257,360,15,--,34,1
Sudhir Power,3.6,257,Power,Gurugram +36 other locations,"Promotions, Company Culture, Job Security",257,1.1k,19,7,25,--
Meghmani Industries,3.4,257,Agro Chemicals,Bharuch +23 other locations,"Promotions, Salary, Skill Development",257,1.2k,14,--,9,--
Bajaj Healthcare,3.4,257,Pharma,Vadodara +12 other locations,"Promotions, Company Culture, Salary",257,1.4k,12,6,17,4
Kisna Diamonds - HK Jewels,3.3,258,Jewellery,Mumbai +50 other locations,"Job Security, Promotions, Work Satisfaction",258,606,22,30,6,1
Dataflow Group,2.9,257,Law Enforcement & Security,Noida +8 other locations,"Promotions, Work Satisfaction, Skill Development",257,1.1k,20,5,35,1
Catch Foods,4.1,257,Food Processing,Noida +70 other locations,"Salary, Company Culture, Work Life Balance",257,403,17,--,2,1
PhyCARE Solutions,3.6,257,Healthcare,Hyderabad +7 other locations,"Job Security, Work Life Balance, Skill Development",257,953,18,--,23,--
Emversity,4.1,257,Education & Training,Bengaluru +27 other locations,"Skill Development, Company Culture, Work Satisfaction",257,252,72,--,2,20
Shalina Healthcare,3.4,257,Pharma,Pune +15 other locations,"Promotions, Company Culture, Work Satisfaction",257,743,14,9,6,--
Hill International,4.3,257,Engineering & Construction,Mumbai +26 other locations,"Work Life Balance, Company Culture, Work Satisfaction",257,782,11,50,27,--
Shivaami Cloud Services,4.1,257,IT Services & Consulting,Mumbai +7 other locations,"Company Culture, Skill Development, Work Life Balance",257,534,77,--,5,8
Riddhi Corporate Services,3.9,257,IT Services & Consulting,Ahmedabad +59 other locations,"Work Life Balance, Work Satisfaction",257,819,14,--,13,--
Riviera Infraprojects,4.2,257,Engineering & Construction,Ahmedabad +15 other locations,"Salary, Work Life Balance, Skill Development",257,778,11,2,9,1
Rittal,3.8,256,Industrial Machinery,Bengaluru +19 other locations,Job Security,256,1.1k,15,2,20,--
Agilysys Technologies India,3.2,256,Software Product,Chennai +4 other locations,Salary,256,2.6k,60,10,19,--
Venus Industrial Corporation,3.9,256,Industrial Machinery,Faridabad +16 other locations,"Work Life Balance, Job Security",256,1k,18,11,19,4
Zee Learn,3.7,256,Education & Training,Mumbai +34 other locations,"Promotions, Company Culture, Work Satisfaction",256,980,15,13,32,--
Integra Micro Systems,3.9,256,Software Product,Bengaluru +42 other locations,"Job Security, Work Life Balance",256,1.3k,18,--,10,--
Quality Council of India,3.3,256,,,"Promotions, Job Security, Skill Development",256,1.5k,25,2,21,--
Rishabh Software,3.6,256,IT Services & Consulting,Vadodara +10 other locations,"Promotions, Work Satisfaction, Job Security",256,1.8k,16,37,27,4
Captain Fresh,3.9,256,Food Processing,Bengaluru +27 other locations,"Salary, Company Culture, Work Life Balance",256,1.2k,13,--,17,2
Oriental Carbon & Chemicals,4.3,256,Chemicals,Mundra +17 other locations,"Work Life Balance, Job Security, Company Culture",256,979,24,--,34,--
CGM ARIA Health Services,3.6,256,Software Product,Noida +6 other locations,"Promotions, Job Security",256,543,24,3,2,1
Honasa Consumer,3.6,256,Beauty & Personal Care,Gurugram +45 other locations,Salary,256,953,21,3,8,--
Cargo Motors,4.0,256,Automobile,Ahmedabad +22 other locations,Work Life Balance,256,874,13,7,22,--
Mercurius Advisory Services,4.4,256,Accounting & Auditing,New Delhi +2 other locations,"Company Culture, Work Life Balance, Job Security",256,556,36,19,51,16
Hewlett Packard Globalsoft,3.5,255,,,"Promotions, Salary, Work Satisfaction",255,948,5,2,46,--
Mahagun India,3.1,256,Real Estate,Noida +5 other locations,"Promotions, Salary, Job Security",256,1k,16,13,19,--
Oncquest Laboratories,3.3,255,Healthcare,New Delhi +30 other locations,"Promotions, Company Culture, Job Security",255,910,14,--,18,1
Leayan Global,3.9,255,Fashion & Textile,Kanpur +47 other locations,"Skill Development, Work Life Balance, Work Satisfaction",255,655,10,--,22,--
Burckhardt Compression,4.0,255,Industrial Machinery,Pune +9 other locations,"Company Culture, Work Life Balance, Job Security",255,1.2k,10,7,26,2
Leeford Healthcare,4.1,255,Pharma,Ludhiana +70 other locations,"Salary, Work Life Balance, Company Culture",255,632,14,8,13,34
Madras Radiators and Pressings Limited,3.5,255,Auto Components,Chennai +11 other locations,"Job Security, Promotions, Salary",255,388,5,--,5,--
Singareni Collieries Company,4.5,255,Metals & Mining,Hyderabad +19 other locations,"Work Life Balance, Job Security, Work Satisfaction",255,588,12,--,23,--
L. V. Prasad Eye Institute,4.2,255,Healthcare,Hyderabad +19 other locations,"Job Security, Company Culture, Skill Development",255,630,13,4,22,4
Avance Consulting Services,3.7,255,Recruitment,Hyderabad +6 other locations,"Job Security, Promotions",255,1.3k,11,1,10,3
Yodlee,3.8,255,Software Product,Bengaluru +5 other locations,"Work Life Balance, Company Culture, Salary",255,1.6k,18,--,67,--
AceCloud by RTDS,4.2,255,IT Services & Consulting,Gurugram +5 other locations,"Work Life Balance, Job Security, Company Culture",255,1.3k,31,15,16,--
Grassroots BPO,3.4,255,BPO,Bengaluru +7 other locations,"Promotions, Salary, Company Culture",255,804,10,3,52,--
Agappe Diagnostics,4.0,255,Medical Equipment,Kochi +38 other locations,"Skill Development, Salary, Company Culture",255,744,29,13,27,11
Royal Infraconstru,3.4,255,Engineering & Construction,Kolkata +37 other locations,"Promotions, Job Security, Company Culture",255,777,20,4,16,--
Malabar Group Of Companies,3.7,255,Jewellery,Kozhikode +55 other locations,Job Security,255,1.3k,9,9,18,--
Forvia,3.4,255,Auto Components,Pune +13 other locations,"Promotions, Salary, Work Satisfaction",255,1.4k,27,--,3,--
Arrise Bpo Solutions,3.5,255,BPO,Mumbai +61 other locations,"Promotions, Job Security, Work Satisfaction",255,743,8,9,5,--
Ruloans,3.5,254,Financial Services,Mumbai +51 other locations,"Promotions, Salary, Job Security",254,1.1k,19,3,9,--
Wheels Emi,3.8,254,Auto Components,Pune +58 other locations,"Promotions, Job Security",254,859,17,--,12,--
Central Tool Room & Training Centre,4.1,254,Industrial Machinery,Bhubaneswar +19 other locations,"Skill Development, Work Life Balance, Company Culture",254,628,7,--,23,1
New Allenberry Works,3.5,254,Power,Faridabad +12 other locations,"Promotions, Company Culture, Salary",254,935,17,--,15,--
Tangoe,3.8,254,IT Services & Consulting,Bengaluru +4 other locations,Work Life Balance,254,1.2k,26,--,26,--
Sophos Technologies,3.7,254,Software Product,Bengaluru +7 other locations,Work Life Balance,254,1.8k,29,36,26,21
Cordova Publication,3.4,254,Printing & Publishing,Noida +54 other locations,"Promotions, Job Security, Work Satisfaction",254,540,5,1,30,--
Zota Health Care,3.6,254,Pharma,Surat +64 other locations,Promotions,254,903,26,8,11,--
Meneta Automotive Components,3.9,254,Auto Components,Sonipat +7 other locations,Job Security,254,926,20,--,14,--
Mangalam Cement,4.0,254,Building Material,Kota +31 other locations,"Work Life Balance, Job Security, Company Culture",254,937,17,20,21,--
Jain University,3.4,254,Education & Training,Bengaluru +8 other locations,"Promotions, Work Satisfaction, Company Culture",254,945,28,1,22,--
KANINI Software Solutions,3.9,255,IT Services & Consulting,Chennai +8 other locations,"Company Culture, Skill Development, Work Life Balance",255,1.4k,50,4,5,34
Niwas Housing Finance,4.1,254,,,"Work Life Balance, Salary, Company Culture",254,681,10,8,5,--
ION Group,2.3,254,Software Product,Noida +8 other locations,"Promotions, Job Security, Company Culture",254,1.7k,113,7,7,--
Amantya Technologies,3.9,254,IT Services & Consulting,Gurugram +5 other locations,"Work Life Balance, Salary, Company Culture",254,1.5k,52,136,11,7
Sona Koyo Steering Systems,4.3,253,Auto Components,Gurugram +17 other locations,"Skill Development, Company Culture, Job Security",253,363,7,14,45,--
ATC Telecom Infrastructure,4.3,253,Telecom,Gurugram +47 other locations,"Company Culture, Salary, Work Life Balance",253,764,14,--,26,--
Sequential Technology International,4.1,253,BPO,Gurugram +4 other locations,"Work Life Balance, Work Satisfaction, Company Culture",253,892,11,--,38,1
Zyoin,3.5,254,Recruitment,Bengaluru +6 other locations,"Job Security, Promotions, Work Satisfaction",254,803,22,5,40,23
Motorola,4.2,253,Consumer Electronics & Appliances,Bengaluru +63 other locations,"Work Life Balance, Company Culture, Work Satisfaction",253,1.2k,18,--,10,6
Cardinal Health,3.9,253,Pharma,Bengaluru +9 other locations,"Work Life Balance, Job Security, Company Culture",253,1.3k,34,11,14,--
Bright Life Care,3.9,253,Fitness & Wellness,Gurugram +47 other locations,"Company Culture, Work Life Balance",253,806,15,--,13,--
ITCONS e-Solutions,3.5,253,IT Services & Consulting,Noida +71 other locations,"Promotions, Salary, Job Security",253,622,18,5,16,--
Richfeel Health & Beauty,3.0,253,Beauty & Personal Care,Mumbai +38 other locations,"Promotions, Salary, Company Culture",253,598,5,1,29,--
Infocus Technologies,3.9,253,IT Services & Consulting,Kolkata +15 other locations,"Work Life Balance, Skill Development",253,663,26,--,4,--
El Seif Engineering Contracting,4.3,253,Engineering & Construction,Riyadh +17 other locations,"Salary, Company Culture, Work Life Balance",253,320,10,--,35,3
Mahindra Susten,4.4,253,Engineering & Construction,Mumbai +28 other locations,"Company Culture, Job Security, Work Life Balance",253,990,13,6,33,--
Welspun Global Brands,3.8,253,Fashion & Textile,Mumbai +37 other locations,Work Life Balance,253,839,10,1,21,1
Media.net Software Services (India),3.2,253,Marketing & Advertising,Mumbai +9 other locations,"Promotions, Job Security, Skill Development",253,2.1k,77,--,24,2
Turtle,3.2,252,Fashion & Textile,Kolkata +38 other locations,"Promotions, Job Security, Salary",252,711,14,--,15,1
Enviri,3.9,252,Waste Management,Hyderabad +20 other locations,Work Life Balance,252,1.3k,18,38,23,--
Electropneumatics & Hydraulics (I),4.0,253,Industrial Machinery,Pune +5 other locations,"Job Security, Salary, Company Culture",253,1.1k,23,15,33,--
GTL Limited,4.3,252,Hardware & Networking,Pune +38 other locations,"Work Life Balance, Company Culture, Salary",252,583,10,3,39,--
HyperCITY,4.7,252,Retail,Mumbai +21 other locations,"Skill Development, Work Life Balance, Company Culture",252,389,4,--,42,--
Saint Gobain Sekurit India,3.7,252,Auto Components,Chennai +17 other locations,Job Security,252,922,16,--,35,--
GE Aviation,4.0,252,Aviation,Pune +7 other locations,"Company Culture, Work Life Balance, Job Security",252,1.3k,23,19,40,--
KTL Automobile,3.9,252,Automobile,Lucknow +70 other locations,"Company Culture, Skill Development",252,1.1k,24,383,15,2
Newgen Knowledge Works,3.4,252,Printing & Publishing,Chennai +10 other locations,"Promotions, Salary, Company Culture",252,1.2k,14,--,28,--
Exusia,3.2,252,IT Services & Consulting,Pune +12 other locations,"Promotions, Skill Development, Company Culture",252,754,28,2,8,13
